,PROVINCIA,MUNICIPIO,ESTACION,PARAMETRO,TECNICA,AÑO,MES,DIA,FECHA,VALOR_MEDIO,VALOR,TECNICA_hh,TECNICA_dd,VALOR_FINAL,CONTAMINANTE
228,11,8,8,9,49.0,2009,9,3,2009-09-03,8.166666666666666,,49.0,,8.166666666666666,PM25
229,11,8,8,9,49.0,2009,9,4,2009-09-04,13.5,,49.0,,13.5,PM25
230,11,8,8,9,49.0,2009,9,5,2009-09-05,19.916666666666668,,49.0,,19.916666666666668,PM25
231,11,8,8,9,49.0,2009,9,6,2009-09-06,16.416666666666668,,49.0,,16.416666666666668,PM25
232,11,8,8,9,49.0,2009,9,7,2009-09-07,11.875,,49.0,,11.875,PM25
233,11,8,8,9,49.0,2009,9,8,2009-09-08,13.125,,49.0,,13.125,PM25
234,11,8,8,9,49.0,2009,9,9,2009-09-09,12.904761904761905,,49.0,,12.904761904761905,PM25
235,11,8,8,9,49.0,2009,9,10,2009-09-10,13.25,,49.0,,13.25,PM25
236,11,8,8,9,49.0,2009,9,11,2009-09-11,14.421052631578947,,49.0,,14.421052631578947,PM25
237,11,8,8,9,49.0,2009,9,12,2009-09-12,17.708333333333332,,49.0,,17.708333333333332,PM25
238,11,8,8,9,49.0,2009,9,13,2009-09-13,18.0,,49.0,,18.0,PM25
239,11,8,8,9,49.0,2009,9,14,2009-09-14,11.333333333333334,,49.0,,11.333333333333334,PM25
240,11,8,8,9,49.0,2009,9,15,2009-09-15,15.375,,49.0,,15.375,PM25
241,11,8,8,9,49.0,2009,9,16,2009-09-16,11.772727272727273,,49.0,,11.772727272727273,PM25
242,11,8,8,9,49.0,2009,9,17,2009-09-17,10.958333333333334,,49.0,,10.958333333333334,PM25
243,11,8,8,9,49.0,2009,9,18,2009-09-18,8.625,,49.0,,8.625,PM25
244,11,8,8,9,49.0,2009,9,19,2009-09-19,7.791666666666667,,49.0,,7.791666666666667,PM25
245,11,8,8,9,49.0,2009,9,20,2009-09-20,8.458333333333334,,49.0,,8.458333333333334,PM25
246,11,8,8,9,49.0,2009,9,21,2009-09-21,16.217391304347824,,49.0,,16.217391304347824,PM25
247,11,8,8,9,49.0,2009,9,22,2009-09-22,11.235294117647058,,49.0,,11.235294117647058,PM25
248,11,8,8,9,49.0,2009,9,23,2009-09-23,8.875,,49.0,,8.875,PM25
249,11,8,8,9,49.0,2009,9,24,2009-09-24,10.875,,49.0,,10.875,PM25
250,11,8,8,9,49.0,2009,9,25,2009-09-25,13.5,,49.0,,13.5,PM25
251,11,8,8,9,49.0,2009,9,26,2009-09-26,15.791666666666666,,49.0,,15.791666666666666,PM25
252,11,8,8,9,49.0,2009,9,27,2009-09-27,14.541666666666666,,49.0,,14.541666666666666,PM25
253,11,8,8,9,49.0,2009,9,28,2009-09-28,11.625,,49.0,,11.625,PM25
254,11,8,8,9,49.0,2009,9,29,2009-09-29,12.666666666666666,,49.0,,12.666666666666666,PM25
255,11,8,8,9,49.0,2009,9,30,2009-09-30,13.958333333333334,,49.0,,13.958333333333334,PM25
256,11,8,8,9,49.0,2009,10,1,2009-10-01,15.695652173913043,,49.0,,15.695652173913043,PM25
257,11,8,8,9,49.0,2009,10,2,2009-10-02,15.521739130434783,,49.0,,15.521739130434783,PM25
258,11,8,8,9,49.0,2009,10,3,2009-10-03,14.166666666666666,,49.0,,14.166666666666666,PM25
259,11,8,8,9,49.0,2009,10,4,2009-10-04,18.166666666666668,,49.0,,18.166666666666668,PM25
260,11,8,8,9,49.0,2009,10,5,2009-10-05,19.083333333333332,,49.0,,19.083333333333332,PM25
261,11,8,8,9,49.0,2009,10,6,2009-10-06,28.875,,49.0,,28.875,PM25
262,11,8,8,9,49.0,2009,10,7,2009-10-07,17.958333333333332,,49.0,,17.958333333333332,PM25
263,11,8,8,9,49.0,2009,10,8,2009-10-08,6.625,,49.0,,6.625,PM25
